ID,Company,Approval Memo,Type of Company ,Incubaton Track,Industry,Country of Origin,Funding Stage,Funding Since Joining QSTP,Sources of Funding,Status,Program Join Date,Graduation Date,Place of Incorporation,Registration Status,Date of Incorporation,Lease / Incubation Agreement,Agreement Signing Date,Agreement Start Date, Agreement Expiry Date,QSTP License Status,License Release Date,License Expiry Date,Location,Leased Space, Total Employees, Qatari Employees, Male Employees, Female Employees,"Researchers, Scientists, Engineers (RSE)", Qatari RSE, Male RSE, Female RSE,  Investment (2024) , Revenue (2024),"a
", Additional Information,Remarks,Founder / Licensee Manager,Email,Report Date,Approval Memo Status2,Registration Status CR,Registration (MOCI/QFC),CR Status,Lease / Incubation Agreement Status,Agreement Start Date2,Agreement Expiry Date, License,Remarks/ Registration,Registration Satus ,Step 1 (doc & Info recive ),Step 2,Step 3 (CR) ,Step 4
156,V Lab for Software Solution (HAGZZ ENERGY INNOVATIONS),02-Sep-25,Startup,Full Incubation,SportsTech,Qatar,Pre-Seed,,,Onboarding,,,MOCI,In Progress,,,Pending,,Pending,,,,Pending,NA,,,,,,,,,,,"Hagzz is a Qatar-based digital platform integrating sports training, physiotherapy, and nutrition into one app, enhanced by AI-powered personalization. It targets both B2B (academies, gyms) and B2C (individual users) in the Middle East sports and wellness market.",,,Mohamed Saudi,mo.saudi19@gmail.com,,Completed,Completed,MOCI,Completed,In Progress,,,Completed, incubation agreement,Completed,Completed,Completed,Completed,Completed
157,Hawwa Wellness Technology,02-Sep-25,Startup,Full Incubation,HealthTech,Qatar,Pre-Seed,0,Angels,Active,,,MOCI,Completed,,Completed,20-Oct-25,,13-Jan-2026,In Progress,,,Tech2 Unit 210-101,NA,,,,,,,,,,0,"Hawwa Postpartum is a healthcare venture focusing on maternal wellness, offering products and services tailored for postnatal recovery. Their model integrates physical products with personalized support to address both physical and emotional postpartum needs.",,,"Muhsina	Sadique",muhsina@hawwawellness.com,,Completed,Completed,MOCI,Completed,Completed,,,Completed,Completed,Completed,Completed,Completed,Completed,Completed
158,Health & Life (iHealth),02-Sep-25,Startup,Full Incubation,AI/ML/Data,Saudi Arabia,Pending ,,,Onboarding,,,QFC,Completed,,In Progress,Pending,,Pending,,,,Pending,NA,,,,,,,,,,,"A Generative AI–powered healthcare platform offering direct booking, best-price guarantees, and personalized care through AI-driven symptom analysis, treatment plans, and post-care monitoring. Led by CEO Hossam Al Jamal with14+ years in healthcare along with an experienced Health tech/software team.",,,Hossam Al Jamal,hossam.aljamal@healthlife-sa.com,,Completed,Completed,QFC,Completed,In Progress,,,Completed, incubation agreement,Completed,Completed,Completed,Completed,Completed
159,HiHealth,02-Sep-25,Startup,Full Incubation,Healthtech,Jordan,Seed,,,Onboarding,,,MOCI,In Progress,,,Pending,,Pending,,,,Pending,NA,15,0,3,2,15,,,,,,"HiHealth developed a device that exercises the leg through the Soleus Push-Up with resistance, which is claimed to improve sugar metabolism in persons with type 2 diabetes. Traction of 200 users and discussions with a hospital to use their devices",,,Wesam Ibrahim Al Qatawna,wesamqataweneh@gmail.com,,Completed,Completed,MOCI,In Progress,Awaiting Legal Documents,,,Awaiting Legal Documents, client would like to proceed win mid 2026.,In Progress,to proceed in 2026,,To Proceed In 2026,
160,Masrafji,02-Sep-25,Startup,Full Incubation,FinTech,Jordan,Pending ,,,Withdrawn,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,,,,,,,,,,,,,,Info@masrafji.com,,Completed,Withdrawn,Withdrawn,Withdrawn,Withdrawn,,,Withdrawn,No response ,Withdrawn,,,,
161,MaxiFAI  ( ALINE),02-Sep-25,Startup,Full Incubation,AI/ML/Data,Qatar,Pending ,,,Active,,,QFC,In Progress,,,Pending,,Pending,,,,Pending,NA,4,0,3,0,4,,,,,,"MaxiFAI is an AI-powered personal training app that detects workouts in real time, corrects form instantly, and optimizes training programs for beginners, busy professionals, and experienced gym-goers. Built in Qatar, it aims to improve gym efficiency, reduce injuries, and enhance motivation through affordable, accessible coaching",,,Omar Affifi,omaraffifi.oa@gmail.com,,Completed,Completed,QFC,Completed,Completed,20-Apr-26,19-Apr-27,Completed,,,,,,
162,Nova Dynamik,02-Sep-25,Startup,Full Incubation,AI/ML/Data,Brazil,Pending ,,,Withdrawn,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,1,,,,,,,,,,"Ana Paula 	Roberto",contact@novadynamik.com,,Completed,Withdrawn,Withdrawn,Withdrawn,Withdrawn,,,Withdrawn,No response ,Withdrawn,,,,
163,Nuelink,02-Sep-25,Startup,Full Incubation,AI/ML/Data,Morocco,Pending ,,,Active,,,,,,,11-Nov-25,,11-Feb-2026,,,,Pending,NA,14,0,1,0,0,,,,,,"Social-media automation platform (posting, workflows, integrations); shows milestones, 10k users, and ~$185k ARR.",,,"Bilal	Ararou",hello@nuelink.com,,Completed,Completed,QFC,Completed,Completed,,,Completed,Completed,Completed,Completed,Completed,Completed,Completed
164,NuWatt,02-Sep-25,Startup,Full Incubation,ClimateTech,Lebanon,Pending ,,,Active,,,MOCI,In Progress,,,Pending,,Pending,,,,Pending,NA,7,0,1,1,7,,,,,,"NuWatt is a startup creating a platform that uses AI to improve Energy consumption behavior by customers, and solar power system performance for installers. The startup uses solar system performance data, customer consumption data and weather data to predict Energy available and suggest changes to consumption in order to maximise Energy availability to customer. ",,,Ali Zinedine,ali@nuwatt.co,,Completed,Completed,MOCI,Completed,Completed,06-Apr-26,06-Apr-27,Completed,Completed,Completed,Completed,Completed,Completed,Completed
165,OmniXR,02-Sep-25,Startup,Full Incubation,e-Commerce,Qatar,Pending ,,,Withdrawn,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,7,0,1,0,1,,,,,,,,,Hamzah Amin,Hamzah@technohive.ai,,Completed,Withdrawn,Withdrawn,Withdrawn,Withdrawn,,,Withdrawn,No response ,Withdrawn,,,,
166,Ovivia AI,02-Sep-25,Startup,Full Incubation,AI/ML/Data,Morocco,Pending ,,,Withdrawn,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,0,1,0,,,,,,,,,,"Anass	Jarane",jaraneanass@gmail.com,,Completed,Withdrawn,Withdrawn,Withdrawn,Withdrawn,,,Withdrawn,No response ,Withdrawn,,,,
167,Paia Health ,08-Oct-25,Startup,Full Incubation,HealthTech,United Kingdom,Pending ,,,Onboarding,,,Pending,In Progress,,,Pending,,Pending,,,,Pending,NA,0,0,1,1,4,,,,,,"AI-driven personalized nutrition for women’s chronic conditions (e.g., PCOS, IBS, T2D, menopause). Subscription model; product launched and in beta. Deck references QSTP; explicit Qatar incorporation not stated.",,,"Srezon	Ahmed",hello@paiahealth.com,,Completed,Pre CR,MOCI,No response ,No response,,,No response ,"No response since Nov 14, 2025",No response,,,,
168,Parametrics RE,02-Sep-25,Startup,Full Incubation,PropTech,Germany,Pending ,,,Onboarding,,,,,,,Pending,,Pending,,,,Pending,NA,1,0,1,0,,,,,,,Property value airbag (parametric-style risk transfer) to hedge real-estate downturns; blockchain-driven settlement. Targets DACH and Gulf property investors. ,,,"Thomas	Salzmann",thomassalzmann@proton.me,,Completed,No response ,No response ,No response ,No response,,,No response ,No response ,No response,,,,
169,Qult Technologies,02-Sep-25,Startup,Full Incubation,AI/ML/Data,United States,Pending ,,,Onboarding,,,,,,,Pending,,Pending,,,,Pending,NA,0,0,1,0,10,,,,,,"AI for predictive maintenance, emissions control, and production optimization; methane emissions reduction focus and pilots/POCs listed. ",,,"Tammer	Riad",triad@qult.ai,,Completed,No response ,QFC,No response ,No response,,,No response ,"Waiting Info & docs from client. Escalation 2 to QSTP on 1 Apr
",No response,,,,
170,"Raqmen (RBetach by Reposebay
LLC)",02-Sep-25,Startup,Full Incubation,GovTech,Algeria,Pending ,,,Onboarding,,,,,,,Pending,,Pending,,,,Pending,NA,1,0,1,0,,,,,,,"AI assistant and portal that helps citizens navigate administrative processes, auto-fills forms, and routes to the correct authority. Aims to reduce friction and improve transparency for public services.",,,"Borhaneddine 	Boudiaf ",b_boudiaf@estin.dz,,Completed,Completed,QFC,Completed,In Progress,,,Completed,incubation agreement,Completed,Completed,Completed,Completed,Completed
171,Ask Sanad ,02-Sep-25,Startup,Full Incubation,EdTech,Qatar,Pending ,,,Active,,,MOCI,In Progress,,,Pending,,Pending,,,,Tech2 Unit 210-94,NA,,,,,,,,,,,"AI powered platform to assist in academic advising for subscribed students and universities, as well as a guide for academic tourism to a host of different academic programs nationally and internationally. ",,,Aya Tello,ayax0503@gmail.com,,Completed,Completed,MOCI,Completed,Completed,,,Completed,incubation agreement,Completed,Completed,Completed,Completed,Completed
172,Spor,02-Sep-25,Startup,Full Incubation,SportsTech,Qatar,Seed,,,Active,,,MOCI,Completed,,Completed,15-Dec-25,,15-Mar-26,,,,Tech 2 Unit 210-90,NA,4,,,,2,,,,,,An app and platform to compare and book different sports classes and events.   ,,,Mohamad Kara Hadid,sporqatar@gmail.com,,Completed,Completed,MOCI,Completed,Completed,,,Completed,Completed,Completed,Completed,Completed,Completed,Completed
173,Tabi AI (TravelBase),02-Sep-25,Startup,Full Incubation,TravelTech,Qatar,Pre-Seed,,,Onboarding,,,QFC,In Progress,,,Pending,,Pending,,,,Pending,NA,3,0,1,1,2,,,,,,"Tabi AI is an AI-driven travel platform targeting MENA and East Africa, offering bookings, payments (TabiPay), and personalized tourism services. ",,,Success Maduka,success@tabi.global,,Completed,Completed,QFC,Completed,Awaiting Legal Documents,,,Completed,". 
 incubation agreement
 ",Completed,Completed,Completed,Completed,". 
 incubation agreement
 "
174,"Vetnova Biotech (VETNOVA
VETERINARY SCIENCE
SERVICES LLC)",02-Sep-25,Startup,Full Incubation,HealthTech,Egypt,Seed,,,Onboarding,,,QFC,In Progress,,,Pending,,Pending,,,,Tech 2 Unit 210-95,NA,12,2,3,1,6,,,,,,"A veterinary biotechnology startup focused on delivering precision medicine for high-value and exotic animals such as camels, Arabian horses, falcons, and zoo species. Their platform integrates AI-driven diagnostics, 3D-printed pharmaceuticals, and genomic profiling to create species-specific treatments.  ",,,Asser Salama,asser@vetnovabiotech.com,,Completed,No response ,QFC,No response ,No response,,,No response ,"CRO license issued. Client requesting to cancel the company. Waiting QSTP feedback on how to proceed. Last follow up with QSTP on 1 Apr
()Escalation",No response,No response ,No response ,No Response ,No response 
175,Wadai,02-Sep-25,Startup,Full Incubation,Enterprise SaaS,Qatar,Pending ,,,Active,,,MOCI,In Progress,,,,,13-Feb-2026,,,,Tech 2 Unit 210-120,NA,6,1,1,0,1,,,,,,A platform to link freelancers with flexible work and other gigs,,,Mohammed Alhermsi,alhermsi96@gmail.com,,Completed,Completed,MOCI,Completed,Completed,,,Completed,Completed,Completed,Completed,Completed,Completed,Completed
176,Xena Vision LLC,02-Sep-25,Startup,Full Incubation,AI/ML/Data,Qatar,Pending ,,,Active,,,QFC,Completed,,In Progress,11-Dec-25,,11-Mar-26,,,,Tech 2 Unit 210-105,NA,8,0,0,1,10,,,,,,XENA VISION provides an AI-powered system that transforms CCTV into real-time crime and disaster detection tools using behavior analytics and computer vision to prevent incidents.,,,Nazli Temur,nazli.temur@xena-vision.com,,Completed,Completed,QFC,Completed,Completed,,,Completed,Completed,Completed,Completed,Completed,Completed,Completed
177,Neurobotix Technologies (Magnetica Robotics),09-Sep-25,Startup,Full Incubation,HealthTech,Qatar,Pre-Seed,,,Active,,,MOCI,In Progress,,,Pending,,Pending,,,,Tech2 Unit 210-205,NA,1,0,2,0,2,,,,,,"A hardware and software solution that uses robots to automate catheter based medical procedures.  Magnets will steer the catheter in the veins of the human body.   Currently it is manual process by the medical staff, but such procedures expose staff to xray radiation. ",,,"Mo'men Jamal Ismail	Yaseen",momenyaseen@outlook.com,,Completed,Completed,MOCI,Completed,Completed,20-Feb-26,19-Feb-27,Completed,Completed,Completed,Completed,Completed,Completed,Completed
178,Palazzi Instruments,09-Sep-25,Startup,Full Incubation,SportsTech,Qatar,Seed,,,Onboarding,,,MOCI,In Progress,,,Pending,,Pending,,,,Pending,NA,2,0,2,0,2,,,,,,"A device and software solution that will measure the velocity of an athelete, in order to assess their performance.   The current market leading device is expensive, and thus not economically viable for many clubs to purchase. ",,,"Giuliano Franco	Palazzi",zzibiomech@gmail.com,,Completed,Completed,MOCI,In Progress,In Progress,,,Awaiting Legal Documents,client did not sign the AoA on time therefore the application was cancelled from the system. We will consider the case Done-Rejected 50%.,In Progress,,,,
179,AEONS,02-Sep-25,Startup,Full Incubation,Enterprise SaaS,United States,Seed,,,Onboarding,,,Pending,In Progress,,,Pending,,Pending,,,,Pending,NA,,,,,,,,,,,"AEONS is a U.S.-based tech startup deploying a proprietary multiomic biological Big Data platform to transform healthcare from reactive to proactive, using genomics, proteomics, metabolomics, and other omics technologies. The company plans to establish a joint venture in Qatar to localize its platform, hire and train Qatari scientists and clinicians, and collaborate with national healthcare institutions. ",,,Karl Blass,karl@aeons.health,,Completed,In progress ,MOCI,In Progress,Awaiting Legal Documents,,,Awaiting Legal Documents,Self registration with MOCI ,In Progress,,,,
180,Daysline Technologies,08-Oct-25,Startup,Full Incubation,e-Commerce,Qatar,Pending ,,,Active,,,MOCI,Completed,,Completed,,,15-Dec-2025,In Progress,,,Tech 2 Unit 210-12,NA,,,,,,,,,,,,,,Mohammad Jehaish,mohammedaljehaish@hotmail.com,,Completed,Completed,MOCI,Completed,Completed,,,Completed,Completed,Completed,Completed,Completed,Completed,Completed
181,Ai Control,09-Sep-25,Startup,Full Incubation,HealthTech,Egypt,Pending ,,,Withdrawn,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,4,,,,5,,,,,,,,,,ibrahimsadat999@gmail.com,,Completed,Withdrawn,Withdrawn,Withdrawn,Withdrawn,,,Withdrawn,No response ,Withdrawn,,,,
182,Cleara,09-Sep-25,Startup,Full Incubation,DeepTech,Lebanon,Pending ,,,Onboarding,,,Pending,In Progress,,,Pending,,Pending,,,,Pending,NA,,,,,,,,,,,"Cleara is developing an autonomous drone-based solution for cleaning building exteriors (facades), addressing the high-risk, time-consuming, and costly nature of current high-rise cleaning methods. The drone uses a direct-contact cleaning mechanism, enabling it to physically scrub or wash windows and building surfaces. This approach promises to complete facade cleaning much faster and with far less water usage than manual labor, all while keeping human workers off dangerous heights. By focusing on the cleaning and environmental services sector, Cleara aims to automate labor-intensive tasks, starting. ",,,,ihe13@mail.aub.edu,,Completed,Pre CR,MOCI,In Progress,Awaiting Legal Documents,,,Awaiting Legal Documents,Waiting the client to provide the Documents and Requirements - Client put on hold now for few months,In Progress,waiting docs / info - proceed in 2026,,Waiting Docs / Info - Proceed In 2026,
183,Credit Plus,09-Sep-25,Startup,Full Incubation,FinTech,Jordan,Pending ,,,Withdrawn,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,Shadi@Credit-Plus.me,,Completed,Withdrawn,Withdrawn,Withdrawn,Withdrawn,,,Withdrawn,No response ,Withdrawn,,,,
184,Enabled Talent,09-Sep-25,Startup,Full Incubation,HRTech,Canada,Pending ,,,Onboarding,,,MOCI,In Progress,,,Pending,,Pending,,,,Pending,NA,5,0,2,0,2,,,,,,"Enabled Talent is a Canadian AI-powered inclusive HR platform that uses accessibility-first design and bias-free matching to connect  people with disabilities to employers. The startup has strong early  
traction with 4,000+ beta users, 90% satisfaction ratings, and  6 institutional partnerships, plus solid technical credentials with patent  portfolio and experienced team.",,,,aman@enabledtalent.com,,Completed,Pre CR,MOCI,In Progress,Awaiting Legal Documents,,,Awaiting Legal Documents,"Waiting the client to provide the Documents and Requirements - No response 
",In Progress,Client to submit the info & Doc,,Client To Submit The Info & Doc,
185,Fixalign,09-Sep-25,Startup,Full Incubation,HealthTech,Lebanon,Pending ,,,Onboarding,,,,,,,Pending,,Pending,,,,Pending,NA,,,,,,,,,,,A startup that reduces the cost of orthodontic care similar to Invisalign but with remote 3D printing instead of from company. Requires dental scan by dentist which can be booked via their app. Also has tracking of use through storage box that auto cleans the fixalign and tracks hour of use (out of the box).,,,,Smile@fixaligner.com,,Completed,No response ,No response ,No response ,No response,,,No response ,No response ,No response,,,,
186,GenExam.AI,09-Sep-25,Startup,Full Incubation,EdTech,Qatar,Pending ,,,Withdrawn,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,anas@gensystem.net,,Completed,Withdrawn,Withdrawn,Withdrawn,Withdrawn,,,Withdrawn,No response ,Withdrawn,,,,
187,Labib Technologies,09-Sep-25,Startup,Full Incubation,AI/ML/Data,United States,Pending ,,,Withdrawn,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,mo@asklabib.ai,,Completed,Withdrawn,Withdrawn,Withdrawn,Withdrawn,,,Withdrawn,No response ,Withdrawn,,,,
188,MediSync (PeerMed),09-Sep-25,Startup,Full Incubation,HealthTech,Pakistan,Pre-Seed,,,Onboarding,,,Pending,In Progress,,,Pending,,Pending,,,,Pending,NA,,,,,,,,,,,"A peer review medical consultation platform dedicated to doctors Facilitates second opinions, ensuring patient confidentiality and reducing misdiagnosis cases in a hospital. ",,,,faisal.farooq@alpharages.com,,Completed,In Progress,MOCI,In Progress,Awaiting Legal Documents,,,Awaiting Legal Documents,On hold by client - Waiting for the client Feedback,In Progress,Client to submit the info & Doc,,Client To Submit The Info & Doc,
